--Game for all players in current generation--

[2013.06.24 18:27:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1082822 - Mutant Chromosome Child 2 - Score 431876]
[2013.06.24 18:28:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1083188 - Robot Genetic 2 - Score 432023]
[2013.06.24 18:28:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1083538 - Robot Genetic 2 - Score 432161]
[2013.06.24 18:29:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1083880 - Robot Genetic 2 - Score 432299]
[2013.06.24 18:29:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1084235 - Robot Genetic 2 - Score 432443]
[2013.06.24 18:30:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1084587 - Mutant Chromosome Child 2 - Score 432582]
[2013.06.24 18:30:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1084920 - Robot Genetic 2 - Score 432715]
[2013.06.24 18:31:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1085253 - Mutant Chromosome Child 2 - Score 432848]
[2013.06.24 18:31:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1085603 - Mutant Chromosome Child 2 - Score 432990]
[2013.06.24 18:32:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1085953 - Mutant Chromosome Child 2 - Score 433130]
[2013.06.24 18:32:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1086295 - Robot Genetic 2 - Score 433264]
[2013.06.24 18:33:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1086636 - Mutant Chromosome Child 2 - Score 433402]
[2013.06.24 18:33:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1086994 - Mutant Chromosome Child 2 - Score 433544]
[2013.06.24 18:34:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1087342 - Mutant Chromosome Child 2 - Score 433684]
[2013.06.24 18:34:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1087697 - Robot Genetic 2 - Score 433826]
[2013.06.24 18:35:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1088037 - Robot Genetic 2 - Score 433962]
[2013.06.24 18:35:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1088376 - Mutant Chromosome Child 2 - Score 434098]
[2013.06.24 18:36:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1088725 - Mutant Chromosome Child 2 - Score 434237]
[2013.06.24 18:36:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1089056 - Mutant Chromosome Child 2 - Score 434369]
[2013.06.24 18:37:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1089404 - Mutant Chromosome Child 2 - Score 434510]
[2013.06.24 18:37:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1089753 - Mutant Chromosome Child 2 - Score 434649]
[2013.06.24 18:38:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1090106 - Robot Genetic 2 - Score 434790]
[2013.06.24 18:38:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1090452 - Mutant Chromosome Child 2 - Score 434926]
[2013.06.24 18:39:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1090793 - Robot Genetic 2 - Score 435065]
[2013.06.24 18:39:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1091143 - Robot Genetic 2 - Score 435205]
[2013.06.24 18:40:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1091474 - Robot Genetic 2 - Score 435339]
[2013.06.24 18:40:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1091826 - Robot Genetic 2 - Score 435480]
[2013.06.24 18:41:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1092187 - Robot Genetic 2 - Score 435623]
[2013.06.24 18:41:55 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1092534 - Mutant Chromosome Child 2 - Score 435761]
[2013.06.24 18:42:25 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1092883 - Robot Genetic 2 - Score 435901]
[2013.06.24 18:42:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1093228 - Robot Genetic 2 - Score 436033]
[2013.06.24 18:43:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1093564 - Mutant Chromosome Child 2 - Score 436173]
[2013.06.24 18:43:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1093908 - Robot Genetic 2 - Score 436310]
[2013.06.24 18:44:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1094255 - Robot Genetic 2 - Score 436449]
[2013.06.24 18:44:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1094587 - Mutant Chromosome Child 2 - Score 436583]
[2013.06.24 18:45:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1094953 - Robot Genetic 2 - Score 436729]
[2013.06.24 18:45:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1095306 - Mutant Chromosome Child 2 - Score 436870]
[2013.06.24 18:46:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1095642 - Mutant Chromosome Child 2 - Score 437006]
[2013.06.24 18:46:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1095988 - Mutant Chromosome Child 2 - Score 437144]
[2013.06.24 18:47:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1096338 - Robot Genetic 2 - Score 437281]
[2013.06.24 18:47:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1096677 - Mutant Chromosome Child 2 - Score 437419]
[2013.06.24 18:48:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1097024 - Mutant Chromosome Child 2 - Score 437558]
[2013.06.24 18:48:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1097368 - Mutant Chromosome Child 2 - Score 437694]
[2013.06.24 18:49:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1097715 - Robot Genetic 2 - Score 437834]
[2013.06.24 18:49:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1098060 - Mutant Chromosome Child 2 - Score 437971]
[2013.06.24 18:50:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1098418 - Mutant Chromosome Child 2 - Score 438115]
[2013.06.24 18:50:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1098768 - Mutant Chromosome Child 2 - Score 438254]
[2013.06.24 18:51:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1099114 - Mutant Chromosome Child 2 - Score 438395]
[2013.06.24 18:51:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1099476 - Robot Genetic 2 - Score 438538]
[2013.06.24 18:52:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1099833 - Mutant Chromosome Child 2 - Score 438682]
[2013.06.24 18:52:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1100187 - Mutant Chromosome Child 2 - Score 438822]
[2013.06.24 18:53:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1100539 - Robot Genetic 2 - Score 438964]
[2013.06.24 18:53:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1100885 - Mutant Chromosome Child 2 - Score 439102]
[2013.06.24 18:54:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1101229 - Robot Genetic 2 - Score 439240]
[2013.06.24 18:54:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1101582 - Mutant Chromosome Child 2 - Score 439382]
[2013.06.24 18:55:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1101925 - Mutant Chromosome Child 2 - Score 439519]
[2013.06.24 18:55:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1102266 - Mutant Chromosome Child 2 - Score 439654]
[2013.06.24 18:56:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1102609 - Robot Genetic 2 - Score 439791]
[2013.06.24 18:56:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1102950 - Robot Genetic 2 - Score 439927]
[2013.06.24 18:57:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1103298 - Mutant Chromosome Child 2 - Score 440067]
[2013.06.24 18:57:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1103650 - Robot Genetic 2 - Score 440207]
[2013.06.24 18:58:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1103997 - Mutant Chromosome Child 2 - Score 440347]
[2013.06.24 18:58:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1104351 - Robot Genetic 2 - Score 440487]
[2013.06.24 18:59:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1104696 - Robot Genetic 2 - Score 440627]
[2013.06.24 18:59:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1105045 - Robot Genetic 2 - Score 440765]
[2013.06.24 19:00:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1105390 - Robot Genetic 2 - Score 440905]
[2013.06.24 19:00:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1105731 - Mutant Chromosome Child 2 - Score 441042]
[2013.06.24 19:01:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1106084 - Mutant Chromosome Child 2 - Score 441181]
[2013.06.24 19:01:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1106442 - Robot Genetic 2 - Score 441326]
[2013.06.24 19:02:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1106803 - Mutant Chromosome Child 2 - Score 441469]
[2013.06.24 19:02:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1107142 - Robot Genetic 2 - Score 441605]
[2013.06.24 19:03:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1107486 - Mutant Chromosome Child 2 - Score 441741]
[2013.06.24 19:03:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1107842 - Robot Genetic 2 - Score 441885]
[2013.06.24 19:04:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1108187 - Mutant Chromosome Child 2 - Score 442023]
[2013.06.24 19:04:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1108539 - Robot Genetic 2 - Score 442164]
[2013.06.24 19:05:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1108889 - Mutant Chromosome Child 2 - Score 442305]
[2013.06.24 19:05:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1109233 - Robot Genetic 2 - Score 442442]
[2013.06.24 19:06:26 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1109589 - Robot Genetic 2 - Score 442582]
[2013.06.24 19:06:56 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1109935 - Robot Genetic 2 - Score 442721]
[2013.06.24 19:07:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1110279 - Mutant Chromosome Child 2 - Score 442860]
[2013.06.24 19:07:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1110628 - Robot Genetic 2 - Score 442999]
[2013.06.24 19:08:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1110984 - Mutant Chromosome Child 2 - Score 443140]
[2013.06.24 19:08:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1111339 - Robot Genetic 2 - Score 443282]
[2013.06.24 19:09:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1111670 - Robot Genetic 2 - Score 443415]
[2013.06.24 19:09:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1112010 - Robot Genetic 2 - Score 443552]
[2013.06.24 19:10:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1112361 - Mutant Chromosome Child 2 - Score 443693]
[2013.06.24 19:10:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1112697 - Mutant Chromosome Child 2 - Score 443825]
[2013.06.24 19:11:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1113032 - Mutant Chromosome Child 2 - Score 443960]
[2013.06.24 19:11:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1113386 - Robot Genetic 2 - Score 444104]
[2013.06.24 19:12:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1113746 - Mutant Chromosome Child 2 - Score 444248]
[2013.06.24 19:12:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1114097 - Mutant Chromosome Child 2 - Score 444384]
[2013.06.24 19:13:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1114462 - Robot Genetic 2 - Score 444532]
[2013.06.24 19:13:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1114825 - Mutant Chromosome Child 2 - Score 444678]
[2013.06.24 19:14:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1115174 - Mutant Chromosome Child 2 - Score 444818]
[2013.06.24 19:14:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1115521 - Robot Genetic 2 - Score 444958]
[2013.06.24 19:15:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1115870 - Mutant Chromosome Child 2 - Score 445095]
[2013.06.24 19:15:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1116233 - Mutant Chromosome Child 2 - Score 445242]
[2013.06.24 19:16:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1116576 - Robot Genetic 2 - Score 445379]
[2013.06.24 19:16:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1116926 - Robot Genetic 2 - Score 445518]
[2013.06.24 19:17:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1117283 - Mutant Chromosome Child 2 - Score 445661]
[2013.06.24 19:17:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1117636 - Mutant Chromosome Child 2 - Score 445801]
[2013.06.24 19:18:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1117993 - Robot Genetic 2 - Score 445945]
[2013.06.24 19:18:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1118341 - Mutant Chromosome Child 2 - Score 446085]
[2013.06.24 19:19:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1118678 - Robot Genetic 2 - Score 446219]
[2013.06.24 19:19:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1119045 - Robot Genetic 2 - Score 446365]
[2013.06.24 19:20:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1119400 - Robot Genetic 2 - Score 446507]
[2013.06.24 19:20:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1119746 - Mutant Chromosome Child 2 - Score 446648]
[2013.06.24 19:21:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1120087 - Mutant Chromosome Child 2 - Score 446784]
[2013.06.24 19:21:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1120425 - Mutant Chromosome Child 2 - Score 446918]
[2013.06.24 19:22:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1120786 - Mutant Chromosome Child 2 - Score 447063]
[2013.06.24 19:22:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1121134 - Mutant Chromosome Child 2 - Score 447200]
[2013.06.24 19:23:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1121483 - Robot Genetic 2 - Score 447342]
[2013.06.24 19:23:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1121824 - Robot Genetic 2 - Score 447477]
[2013.06.24 19:24:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1122171 - Robot Genetic 2 - Score 447616]
[2013.06.24 19:24:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1122526 - Robot Genetic 2 - Score 447759]
[2013.06.24 19:25:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1122858 - Robot Genetic 2 - Score 447887]
[2013.06.24 19:25:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1123208 - Robot Genetic 2 - Score 448032]
[2013.06.24 19:26:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1123557 - Robot Genetic 2 - Score 448171]
[2013.06.24 19:26:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1123897 - Robot Genetic 2 - Score 448305]
[2013.06.24 19:27:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1124245 - Robot Genetic 2 - Score 448445]
[2013.06.24 19:27:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1124593 - Robot Genetic 2 - Score 448586]
[2013.06.24 19:28:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1124941 - Robot Genetic 2 - Score 448724]
[2013.06.24 19:28:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1125294 - Mutant Chromosome Child 2 - Score 448866]
[2013.06.24 19:29:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1125644 - Mutant Chromosome Child 2 - Score 449007]
[2013.06.24 19:29:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1125976 - Mutant Chromosome Child 2 - Score 449138]
[2013.06.24 19:30:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1126320 - Mutant Chromosome Child 2 - Score 449277]
[2013.06.24 19:30:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1126651 - Robot Genetic 2 - Score 449408]
[2013.06.24 19:31:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1127007 - Mutant Chromosome Child 2 - Score 449551]
[2013.06.24 19:31:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1127343 - Mutant Chromosome Child 2 - Score 449684]
[2013.06.24 19:32:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1127690 - Mutant Chromosome Child 2 - Score 449825]
[2013.06.24 19:32:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1128035 - Mutant Chromosome Child 2 - Score 449961]
[2013.06.24 19:33:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1128383 - Mutant Chromosome Child 2 - Score 450100]
[2013.06.24 19:33:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1128734 - Mutant Chromosome Child 2 - Score 450242]
[2013.06.24 19:34:27 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1129080 - Mutant Chromosome Child 2 - Score 450378]
[2013.06.24 19:34:57 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1129422 - Mutant Chromosome Child 2 - Score 450516]
[2013.06.24 19:35:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1129756 - Mutant Chromosome Child 2 - Score 450650]
[2013.06.24 19:35:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1130106 - Mutant Chromosome Child 2 - Score 450792]
[2013.06.24 19:36:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1130452 - Robot Genetic 2 - Score 450929]
[2013.06.24 19:36:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1130803 - Robot Genetic 2 - Score 451070]
[2013.06.24 19:37:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1131152 - Mutant Chromosome Child 2 - Score 451209]
[2013.06.24 19:37:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1131502 - Mutant Chromosome Child 2 - Score 451349]
[2013.06.24 19:38:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1131847 - Robot Genetic 2 - Score 451485]
[2013.06.24 19:38:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1132197 - Robot Genetic 2 - Score 451625]
[2013.06.24 19:39:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1132557 - Mutant Chromosome Child 2 - Score 451772]
[2013.06.24 19:39:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1132901 - Robot Genetic 2 - Score 451908]
[2013.06.24 19:40:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1133245 - Mutant Chromosome Child 2 - Score 452046]
[2013.06.24 19:40:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1133594 - Mutant Chromosome Child 2 - Score 452186]
[2013.06.24 19:41:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1133930 - Mutant Chromosome Child 2 - Score 452320]
[2013.06.24 19:41:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1134284 - Robot Genetic 2 - Score 452461]
[2013.06.24 19:42:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1134627 - Robot Genetic 2 - Score 452598]
[2013.06.24 19:42:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1134983 - Mutant Chromosome Child 2 - Score 452742]
[2013.06.24 19:43:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1135329 - Mutant Chromosome Child 2 - Score 452879]
[2013.06.24 19:43:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1135674 - Robot Genetic 2 - Score 453017]
[2013.06.24 19:44:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1136019 - Mutant Chromosome Child 2 - Score 453156]
[2013.06.24 19:44:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1136364 - Mutant Chromosome Child 2 - Score 453294]
[2013.06.24 19:45:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1136716 - Robot Genetic 2 - Score 453435]
[2013.06.24 19:45:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1137051 - Robot Genetic 2 - Score 453569]
[2013.06.24 19:46:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1137410 - Mutant Chromosome Child 2 - Score 453711]
[2013.06.24 19:46:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1137761 - Robot Genetic 2 - Score 453852]
[2013.06.24 19:47:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1138098 - Mutant Chromosome Child 2 - Score 453987]
[2013.06.24 19:47:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1138433 - Mutant Chromosome Child 2 - Score 454121]
[2013.06.24 19:48:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1138781 - Mutant Chromosome Child 2 - Score 454261]
[2013.06.24 19:48:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1139137 - Robot Genetic 2 - Score 454401]
[2013.06.24 19:49:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1139479 - Mutant Chromosome Child 2 - Score 454540]
[2013.06.24 19:49:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1139826 - Mutant Chromosome Child 2 - Score 454679]
[2013.06.24 19:50:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1140185 - Robot Genetic 2 - Score 454822]
[2013.06.24 19:50:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1140536 - Mutant Chromosome Child 2 - Score 454964]
[2013.06.24 19:51:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1140880 - Robot Genetic 2 - Score 455100]
[2013.06.24 19:51:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1141228 - Mutant Chromosome Child 2 - Score 455240]
[2013.06.24 19:52:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1141592 - Robot Genetic 2 - Score 455384]
[2013.06.24 19:52:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1141947 - Robot Genetic 2 - Score 455527]
[2013.06.24 19:53:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1142304 - Mutant Chromosome Child 2 - Score 455671]
[2013.06.24 19:53:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1142648 - Mutant Chromosome Child 2 - Score 455807]
[2013.06.24 19:54:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1142984 - Mutant Chromosome Child 2 - Score 455942]
[2013.06.24 19:54:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1143326 - Mutant Chromosome Child 2 - Score 456077]
[2013.06.24 19:55:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1143678 - Robot Genetic 2 - Score 456218]
[2013.06.24 19:55:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1144024 - Mutant Chromosome Child 2 - Score 456358]
[2013.06.24 19:56:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1144378 - Mutant Chromosome Child 2 - Score 456499]
[2013.06.24 19:56:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1144724 - Robot Genetic 2 - Score 456638]
[2013.06.24 19:57:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1145075 - Robot Genetic 2 - Score 456776]
[2013.06.24 19:57:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1145426 - Mutant Chromosome Child 2 - Score 456919]
[2013.06.24 19:58:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1145789 - Robot Genetic 2 - Score 457062]
[2013.06.24 19:58:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1146150 - Robot Genetic 2 - Score 457208]
[2013.06.24 19:59:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1146497 - Mutant Chromosome Child 2 - Score 457346]
[2013.06.24 19:59:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1146848 - Robot Genetic 2 - Score 457488]
[2013.06.24 20:00:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1147208 - Robot Genetic 2 - Score 457628]
[2013.06.24 20:00:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1147545 - Mutant Chromosome Child 2 - Score 457765]
[2013.06.24 20:01:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1147896 - Robot Genetic 2 - Score 457906]
[2013.06.24 20:01:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1148232 - Mutant Chromosome Child 2 - Score 458042]
[2013.06.24 20:02:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1148589 - Mutant Chromosome Child 2 - Score 458184]
[2013.06.24 20:02:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1148937 - Robot Genetic 2 - Score 458319]
[2013.06.24 20:03:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1149273 - Mutant Chromosome Child 2 - Score 458458]
[2013.06.24 20:03:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1149617 - Robot Genetic 2 - Score 458595]
[2013.06.24 20:04:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1149961 - Mutant Chromosome Child 2 - Score 458732]
[2013.06.24 20:04:58 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1150326 - Robot Genetic 2 - Score 458878]
[2013.06.24 20:05:28 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1150676 - Mutant Chromosome Child 2 - Score 459019]
[2013.06.24 20:05:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1151021 - Mutant Chromosome Child 2 - Score 459157]
[2013.06.24 20:06:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1151357 - Mutant Chromosome Child 2 - Score 459291]
[2013.06.24 20:06:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1151692 - Robot Genetic 2 - Score 459424]
[2013.06.24 20:07:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1152034 - Mutant Chromosome Child 2 - Score 459563]
[2013.06.24 20:07:59 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1152390 - Mutant Chromosome Child 2 - Score 459701]
[2013.06.24 20:08:29 Generation #1 - Crossover&Mutation Robot Genetic 2 - Move #1152749 - Mutant Chromosome Child 2 - Score 459847]
